date,open,high,low,close,volume
2012-01-03,12.388996124267578,12.427257486054522,12.321814093103608,12.33386504240174,302220800
2012-01-04,12.45557689666748,12.492934843356881,12.330250228877125,12.35194113538874,260022000
2012-01-05,12.593856811523438,12.609522240365576,12.432377316806397,12.50106691993309,271269600
2012-01-06,12.72551441192627,12.73605859295493,12.629711754541585,12.646281411720748,318292800
2012-01-09,12.705327987670898,12.886690776307747,12.693879584319774,12.818906188691573,394024400
2012-01-10,12.750818252563477,12.833968199146039,12.698397424204217,12.831256333144395,258196400
2012-01-11,12.730033874511719,12.73907208927544,12.632423568471996,12.733950032007918,215084800
2012-01-12,12.695085525512695,12.740576661472666,12.615550853237487,12.721898490808476,212587200
2012-01-13,12.647483825683594,12.666765346503967,12.612838549663477,12.644171020996582,226021600
2012-01-17,12.794801712036133,12.833665618619715,12.74238089065755,12.779738026447694,242897200
2012-01-18,12.927663803100586,12.938508854939409,12.843007880312745,12.862891145741743,276791200
2012-01-19,12.886691093444824,12.995748983859375,12.849333949217474,12.958995191661023,261738400
2012-01-20,12.66224479675293,12.8791570613319,12.645675143394921,12.878856189828483,413974400
2012-01-23,12.876447677612305,12.90778015045164,12.722500397523486,12.733647125048952,306062400
2012-01-24,12.665557861328125,12.8068524137835,12.639649127084327,12.8068524137835,547638000
2012-01-25,13.456384658813477,13.69107086700474,13.368113464824575,13.690769995501615,958314000
2012-01-26,13.395228385925293,13.520554241148524,13.350339804749707,13.507600676853658,323985200
2012-01-27,13.475064277648926,13.51121632344628,13.369320006261512,13.386491403434224,299709200
2012-01-30,13.647687911987305,13.67450087016188,13.418122974375146,13.427762928704757,379341200
2012-01-31,13.752228736877441,13.805251307741607,13.64949639968285,13.725415775461835,391683600
2012-02-01,13.743494987487793,13.827850045342066,13.724215072588258,13.810376968832932,270046000
2012-02-02,13.71125602722168,13.773015129664696,13.676911627045866,13.73475457329906,186796400
2012-02-03,13.84863567352295,13.858276434145605,13.724514098383638,13.776934929799982,286599600
2012-02-06,13.97787857055664,14.008306819189713,13.804048833758998,13.80947095716707,249412800
2012-02-07,14.12429428100586,14.152011466112175,13.996254947937967,14.01644069150004,316223600
2012-02-08,14.360788345336914,14.364101149756978,14.150503298181263,14.174605197264583,407890000
2012-02-09,14.857577323913574,14.965430910707733,14.47767958018537,14.483705055056989,884214800
2012-02-10,14.86510944366455,14.99164120386596,14.718391939487367,14.790998512769274,631302000
2012-02-13,15.141670227050781,15.178725685414713,14.97567123413767,15.049180407935216,517216000
2012-02-14,15.348345756530762,15.351357690511676,15.123601099413138,15.203737528786782,460398400
2012-02-15,14.993148803710938,15.855372577918926,14.969648646131702,15.492949498659154,1506120000
2012-02-16,15.129925727844238,15.210665500198434,14.660551588728266,14.807269118942425,944552000
2012-02-17,15.127209663391113,15.297425690089398,15.072378652427817,15.157034554092911,535805200
2012-02-21,15.510725021362305,15.510725021362305,15.187465117862263,15.270615065914336,605595200
2012-02-22,15.456193923950195,15.530003978759307,15.336590260858205,15.457399018905008,483302400
